content,labels
금손ㄷㄷ,0
뭐야 주작이네 뭔가 조잡하더라니,0
이거는 백퍼 원어민 강사가 자막 내용 모르고 틀어준거네 ㅋㅋ,0
소전3D아님?,0
진심 기사 읽고도 갸우뚱함 이게 사과할 일인가요?..화가 나신 분들은 대체 뭐가 불편하셨어요?...팬이라는데 유부남이고 유부녀고 뭐가 중요???,0
얘가 ㄹㅇ 국뽕 킬러더만... 국뽕유튜버들도 도저히 오타니는 깔 건수가없으니까 부들부들거리기만함,0
우리동네 피방은 개창렬 음식주던데,0
댓글 경력드립 보니까 선동 잘당하는 조센징들의 병신같은 면모 확느껴지네,2
소닉 링 터지는거 같노 ㅋㅋㅋㅋㅋㅋㅋ,0
ㅍㅍ 너무좋다,0
ㅋㅋㅋ 고딩인데 이제 민사로 사회생활 시작전에 막혀서 대교에서 자살다이빙가즈아,0
이제 막 인터넷만 켜면 옥션 11번가 다열린다,0
반미 제대로 하는 베트남인이 하는 집가서 먹어봄 고수 넣지마라 했는데 넣어서 먹어보고 헛구역질에 샴푸향 2시간 지속됨. 한국식 인도커리집에서 주는 고수는 고수가 아니었음을 깨달음,0
처음에 15빈집론펼치던게 누군데ㅋㅋㅋ,0
개고수;;,0
아니 오 ㅐㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
종교의 자유 방패삼아 지들맘대로 할려는 쓰래기 새끼들 사원을 지을꺼면 허허벌판 외진곳에 짓던가 시발 주택가 빽빽이 붙어있는대 쳐짓고 있네,0
넣어 조져 기자한테 제보하셈,0
솔까 남자임원도 걍 없는게 나은수준인애들 많은데 걍 아무나 써라 ㅋㅋ 어차피 직장도 일하는 사람 따로있는데 ㅋㅋㅋ,0
맴버좀 싹 바꿔라 이제 ㅡㅡ,0
버스가 레전드,0
글쓴이 병신인가...,1
임마 이거 돌았나?,0
우리도 저런 비율로 내줘 시발,0
폭죽이야 잘못된거지만 거기등산로인데 흡연은 거기등산로 한사람들도있을수있는데..,0
여자가 남자를 잘 후려쳤네. 평범한 직장인이 자기보다 수입 최소몇배는 많은 남자 만나서 직장관두고 집에서 편하게 있는다니 여자란 성별은 존나의존적이고 남자에 기생하는 성별이구나.,0
예전에 원룸이사해서 트럭불렀더니 틀딱아재가왔음.아재하는말이 예전에 자기가 소.돼지 이런거 도살장까지운반하는일했다고함.그런데 지인이 원룸 이삿짐하면 돈이 더된다고해서 이거시작했는데 하루죙일일해야되서힘들다고함 ㅋㅋ 도살장은 새벽에 한탕뒤면 끝이라고함자기는 소끌고갈때는 불쌍해서 바닥에 흙이랑 짚을깔아줬다고함.그러면 소가 탈때도 맨 차바닥과 반응이완전 다르다고함.,0
일단 현도 압승 예상되네요,0
매번 논란과 해명의 반복이라......,0
가해자 집단들이 괜찮다고 진술하면 믿음이 가나 시발 것들 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
생계가 아니라 취미로 하는 방송이면 굳이 광대까진 안해도 되지 않나,0
이제 웃기기만 하면 된다~,0
무기만 명품이라 수출하면 뭐하나?? 정작 사용하는 수뇌부가 명품이 아닌데~,0
뇌절이라 씹노잼임,0
그나저나 장동건 고소영 딸은 크면 여자연예인들도 오징어 만든다.,0
짤남디봐도 안정되긔,0
그래서 지금 전쟁상황이냐?ㅋㅋㅋ,0
ㅋㅋㅋㅋ 댓글 혼파망이네,0
"이거저거간에 자주국방은 해야됨ㅇㅇ 친미반미를 떠나서, 자기나라를 자기손으로 지키는건 당연한거임",0
틀하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하,0
트위치에서 제일 속좁은 씨발새끼 캬니키 ㅋㅋㅋ,1
개백정들 걍 사병으로 굴려 ㅋㅋ 군의관은무슨 경험좆도없는 버러지들 데려다 무슨 진료를 보게한다고 ㅋㅋ,0
38?ㅋㅋㅋ 개돼지들만 있어서 피그건인가?,0
친문은 북한에서 온 인간들이냐? 대한민국 국민은 아니겠지? 에라이 x쉬기들아,1
와 진짜 재미없다;;,0
아니뭐야 ㅋㅋㅋㅋ,0
돈이 20퍼가 증발 ㅋㅋㅋㅋ,0
전설 하나 먹고 각성 3줄 했으면 졸업해도 되는 거 아님?,0
이런데 중꿔 쪽바리가 따라온다고? ㅋㅋ 쪽바리는 qled 조차없잖아,1
"1,2,3 짤 존나 맛있어보이네 ㅋㅋ",0
저거 고정을 안하는거 같은데 안떨어지나,0
옳게된 광고,0
어짜피 군기교육대에서 뒤질예정,0
"여긴 냉동만 하는곳이 아니내,,",0
뭐야 저게,0
딱딱해,0
아이유보다 옆에서 무표정으로 엄근진하게 춤추는 아저씨들이 시선을 너무 사로잡는다,0
희호희호,0
지달 180 절대 안넘으,0
일본판 강형욱이 막장 시바견 교육시키는거보니까말 안들을때마다 존나팸. 막 때리는게 아니고 대가리 무릎에 끼우고 손바각으로 있는 힘껏... 나중엔 꼬리흔들고 말 존나 잘들음.,0
장발리폰 최고야,0
퍼스널컬러 안중요하다는 소리가 나오노 띠니었으면 하라주쿠 거지룩 다 찢어버렸긔,0
근첩이 자주쓰는말 ㄹ 도 추가해줘,0
추 줄아님,0
ㅋㅋ 당연하지 지들이 만든 바이러스인데 ㅋㅋㅋ 그거 감안해도 존나 느리게 반들었다 후진국새키들,0
"꼴볼견 맞지 ㅋㅋㅋ 한국인들 종특이 남한테 자랑하지 못해서 안달난거임, 중고딩땐 일진인거 티내고 대학생땐 과잠입고 회사다닐땐 사원증 들고다니고 돈좀벌면 쓸데없이 외제차 사고 ㅋㅋㅋ",0
한남 ㄷㄷ,1
기왕 물린거 배당이나 받으면서 살아~,0
이 새끼를 찍으면 대충 맞는다,0
17번이 진짜다,0
제2의 이상민이 계셨네요.열씸히 사신 김범룡님 수고하셨어요.,0
크아악,0
한국인이 제일 많이 틀리는 단어 : 팩트,0
사용처를 모두 막았다고 해도 모두 먹지도 못할거 아까운 내 포인트 이렇게는 못 잃어라고 아무거나 닥치는대로 주문후 성공했다고 정신승리를 하고 그 글에 축하한다고 정줄놓고 눈물흘리던 광기들을 생각하면 아직도 소름이 돋네 적당히 먹을거랑 주위에 나눠줄정도만 포인트를 털었다면 그냥 웃었을텐데 정신나가서 이악물던거 생각하면 광년들이 그곳에 모여서 서식하는듯,0
시발 섹스섹스섹섻스,1
페미련들 안뒤지냐? 난 그짝들 사상 알다가도 모르겠다ㅋㅋ,1
캬 웃기긴한데 ㅋㅋㅋㅋㅋㅋ,0
이번 이벤은 밖에서 챈질 금지임 ㄹㅇ,0
인간쓰레기들의 배설물을 여과없이 내보내는구나,0
우와... 저런 거 셋팅 다 해주는데 일괄시공 얼마 드나... ㅋㅋㅋ,0
온냐들 흙띠니 아까 충격적인 사실 알았긔,0
"""순애 그려줘, 눈물""",0
어차피 다음 총통은 리재명,0
개좆승민 탈당해서 이준석이랑 평생 환상의 2030이나 중도 찾으면서 대선도전해라 ㅋㅋ,1
넥타이 감는건 진짜 지리네ㅋㅋㅋ,0
용접이랑 영어 배워서 호주가면 진짜 사람답게는 산다돈 오지게 번다 한국보다는,0
존나 멋져,0
아아 너무 귀엽다 최고야,0
스텐이 짜세야. 단 전자레인지에 못돌리니까 스텐+자기가 이론상 최강임,0
옛날에 게임하다가 알게된년이랑 만났는데 뚱녀였다 하루 먹고 연락 차단 했는데 자괴감 씹오진다 꼬추자르고 싶을정도로,1
비자받고 일하는 외국인은 자네가 묵어부렀어?,0
니인생 하나 망한걸로는 부족하노 ..;;,0
이게 맞지 ㅋㅋ,0
아이큐 낮은 쿵쾅이들 그림인거 같은데 ㅎㅎ 그래도 뭐 다 공개 하는게 맞지,0
역시 선조의 지혜 ㅋㅋㅋ,0
아니 결혼해서 아이 낳은게 그렇게 욕먹을 일인가 진짜 ㅋㅋ 축하해주지는 못할 망정 악플이나 남기네 보기 진짜 안좋다,0
아니 이익 내야하는 사기업에 왜 좆같은 국가가 강제를 하냐ㅋ 애미뒤진 민좆당,2
"얼마나 하고싶으면  ""진짜로"" 하는법 ㅅㅂ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",0
근데 백선생님은 왜그렇게 고함을지르시는지 그래서 시청율이 오르니까 제작진이 계속 편집도 그렇게 하는거 같던데 한번씩 듣기 불편할때가 있네요 좋은 의도가 다는 아닙니다,0
ㄹㅇ토토충이나 폰팔이라고 했으면 이렇게 욕 안먹었다,0
아 그럴수도 있겠노,0
꼴리지는 않고 그냥 존나 귀엽다,0
아잇시팔 ㅋㅋㅋㅋㅋ,1
라미엘 무서워하는거 댕커엽네ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
파인다이닝은 맛만 제공하는곳이 아니라서그렇지 뭔 유기농타령이냐,0
탱크1대없는 알보병군대가 탱크막으려면 다리라도 무너트리면서 지연전끌었어야지 그게 최선의 판단이였다 군사적으로 최선의 판단이 도덕적으로 최선의 판단이 아닌경우는 많음,0
1절만해라. 존나 처맞기전에,0
최현석 이원일 이런냉부애들이전에 1세대지,0
양동근무대 괞찬았음~~,0
와중에 채연게이 예언적중 시발ㅋㅋ,1
올해 안에 꼭 자살해라 존못새끼야 ㅋㅋ,1
경상도가웬일로,0
털래반ㅋㅋㅋㅋ,0
좃됫네...남주는 죽고 여주는 성노예 되면서 결말 짓겟노...ㅠㅠ,1
수술못받게 한다잖아,0
엘프입장에서 오히려 좋을듯,0
결승갔는데 물로켓이면 아닌놈이 없노ㅋㅋ,0
잘못했어요 ㅠㅠ,0
완전히 또라이X이구만 니돈으로 갚아줘라 어떻게 돈으로 표살려고만 하냐 인성은 🐕 만도 못한X아,0
와 퀄리티봐라,0
니 병신같은 논리는 이글에 써진 댓글만 다 읽어도 반박된다고 븅신아,1
개커엽고 이쁘다 ㅎㅎ,0
흑발은 안밀리는 사람 찾는게 힘들긔 여쿨은 흑갈색이 제일 나아,0
보통은 이악물고 옹호하는데 별말없이 보직해임한거 보면 애초에 짜르려고 22사 보낸거 아님?,0
아니 니도 현우진 도움받은거잖아 병신아 ㅋㅋㅋ,0
이메일 주소 씹 ㅋㅋㅋ,0
저런데서 살면 우울증 오겠다..진심이다..설거지 통은 왜케 작아 무슨 방마다 감옥 같네 차라리 한국식이 살기 편하지 저건 뭐 방마다 꽉 막힌 스타일,0
솔직히 지금 외압에 의해서 중국에서 별로 호응없는것처럼 보이는거지 실제로는 중국사람들 밥누나이야기 밖에 안한다 정해인 제대로 일 냈다!! 정해인 한류의 별로 떠오르는 중이다 대한민국 남자 No.1 정해인 사랑해요 정해인!!,0
엄마.아빠가 잘 웃으니 하은이도 밝은 웃음이 예쁘네요^^,0
제발 경기도 안보고 아는척좀 하지마 병신아,1
지인짜 나빳다ㅠㅠㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
짱깨 새끼들 때문에 지금 전세계 경제가 초토화 인데 코로나 끝나고 어떻해 나오나 보자 썅것들,1
케스파도 없는게 ㅉㅉ,0
이건 쫌 잘만들었네 ㅋㅋ,0
이거 떼버리면 처벌받냐?,0
안주면되지 시발 ㅋㅋㅋ 다른 물건이 온것도 아니고 지들 실수인데 알게 뭐람,1
나도 사원증 바로 주머니에 넣는다 어떤사람은 걸고 퇴근하더라 근데 관심없음 차고 다니던가 말던가,0
다른 거 다 떠나서 귀엽네. 어릴 때 키우던 병아리 생각난다. 닭벼슬 날 때까지 키워냈었는데,0
내일부터 주말인데 돈묶여서 긴장 ㅈㄴ할텐데 ㅋㅋㅋㅋ,0
인정하기 싫지만 일본의 탄탄한 스포츠 라인업은 전부 애니메이션으로부터 나온다.일본 애니메이션이나 만화는 정말 장르가 무궁무진함.. 스포츠도 어찌 그리 만화로 박진감을 잘 표현하는지..어릴 때부터 만화로 접하는 스포츠나 각각의 장르에 동경을 품고 커서 그쪽으로 진로를 정하는 일본학생들이 존나 많음.그에반해 우리나라 봐바. 죄다 학원폭력물 아니면 판타지 조폭물.. 씨발 그래서 급식새끼들은 양아치가 널렸음. 정신적으로도 존나 피폐하고,1
빨리감기 한거 아님?,0
팩트) 박근혜 연금개혁 깽판태고 노동개혁 깽판낸거 유승민 ㅋㅋㅋ,0
김신영은 진짜 최고 개그맨임ㅋㅋㅋ,0
잔혹한 세상,0
순애에 절여진거야 야스에 절여진거야,0
자기 스튜디오 건물 자기거임,0
항상 이 정도 퀄리티에  이 정도 페이스로 콘 내는게 신기함,0
엎드리는게 잠이 잘오긴해,0
통구이들 간만에 좋은일 했노 ㅋㅋㅋ,1
기사 좀 내지 말아달라는데 그걸 기사 내는 기자들도 참 분별없네,0
전방에 로켓탄~!,0
식욕재기완.,0
지랄,0
랄로 내로남불 ㄹㅇ... 레전드노 ㅋㅋ 남들 유튭 씹창낼때는 엄마말도 안듣는다 모르쇠 시전 불편하면 자세를 고쳐 앉아 ㅇㅈㄹ 하더니 지 채팅 씹창나니 전부밴 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이렇게 치졸한 새끼가 있노 ㅋㅋ,1
미성년자잖아,0
총이 빵 사람이 픽,0
와 진심 개미쳤다,0
내가 앞에서 먼저 들어가서 다 휘저어주는데 왜 딜을 못넣냐고 ㅋㅋ 씨발 ㅋㅋㅋ  헤르메스에 가갑에 정령의형상 올리고 앞에서 존나 비벼줬는데,1
만악의 근원 영국,0
96인데 조폭마누라 존나 무섭지만 때리고 튈때 제일 짜릿했다,0
진짜 사람 상대 하는 일 하다보면 같은 사람 새낀가 싶을 정도의 놈들 만나면 인간에 대한 혐오가 저절로 생김,0
진짜 벌어진 일이냐? 디씨서 흔하디흔한 주작물이냐?,0
미진년 진짜 조심해야해! 여자잘못만나면 폐가망신한다. 이번 살인사건도 마찬가지고,0
개헛소리하는거 보니깐 듀얼 초짜로군,0
꽈뚜룹한테 얼마나 화났으면 순간이동해서 오노,0
그래도 허락은 받았노 ㅋㅋ,0
솔직지 폐미 종나 묻었네,1
ㅋㅋㅋ 아... 현실이 진짜,0
미천한것 하나가 한나라의 군사들을 멍청이로 바보로 만드는구나 추한것 미련한것 애미가 그때위인데 자식은 어떨까 에이 쓰레기 같은 갓들,0
퍼컬 같은거에 돈쓰는거부터가 한녀들이 존나 멍청한거임,1
진짜 산이 이정도면 애잔하다ㅋㅋ 여자들 다 너 싫어해..,0
그는 “일반적인 홀로루시아 미카도의 날개 길이는 약 8㎝로 내가 잡은 것은 그보다 훨씬 크다”면서 “중국 쓰촨성 일대에서 발견되는 이들 모기는 일본산 모기들보다 평균적으로 더 크다”고 말했다.  또 “이 모기는 수명이 약 일주일 정도이며 실제로 사람을 무는 종은 아니다”면서 “이유는 유충 시절 섭취한 영양분으로 남은 생애를 살기 때문”이라고 설명했다.,0
중국여자 떡여행은 괜춘 가슴큼,1
결혼으로 가는 행복기차,0
저런 여자는 내 자식을 잔득 넣어줘야 정신을 차리지,0
호잇은 베릴한테밀리고나서 뛴지 너무오래되지않았냐 최하위권은 아니겠지만 중위권 절대안될듯,0
이걸 재밌다고 처보는 인간들 이해가 안됨,0
최대집운운하는놈은 정치떡밥에 댓글달지말고 법과사회 교과서 처읽고와라 ㅋㅋㅋ,0
카르자이도 그렇고 개한심하네 ㅋㅋㅋ,0
e 초반 공속 40이였는데 20으로 너프먹음,0
"""알았어""",0
세븐틴 매니저 3명이에요 그리고 저 분은 신입이라서 혼자 나온거지 원래는 3명임 거기다가 한 번 음악방송 나가면 30-40명 정도 스탭 붙음,0
아프간 여자들 콧대 엄청 높네 혀로 좆나 핥고 싶다,1
그거 봄,0
그저 껌씹으러갔백호 ㅋㅋㅋ,0
다 아는 구멍이구만,0
배우들도 빡칠거같은 전개인대특히 이솜 연기가 아니라 진짜 빡친거같음,0
그렇게 고마운 분을 방송에서 찾는다는게..,0
노조 = 간첩,0
경찰됐다고 눈을 칼로 찌른 무슬림 애비도 있던데 가족이 그나마 괜찮은 사람들인가 보네..,0
의머생한테 들었는데 저게 의대생이면 자기 전공이랑 상관없이 다 군의관인거라 그렇다드라 소아과 전문의가 수술에 대해 뭘 알겠눙,0
이렇게 기사 떠도 음모론 믿는 새끼들은 성노예 같은 자극적인 얘기만 쳐믿ㅈㅣㅋㅋ 진짜 덜떨어진 새끼들 같애,0
누가나오든 단일화하면 찍어줌. 민주당만 아니면 됨,0
ㅇㅎ 과거도 현재도 민족의식 애국심 존나 안드는건 마찬가진가지네,0
으악스플뎀무엇,0
본인 ㅋㅋㅋ,0
많이 하라그래 지들이 돈퍼준다는데,0
너 조선족 간첩임? 물어볼 자유가 있다,0
그래바야 오합지졸 가난한 그 지 새 기 들임 덤벼라 깨 문 새기들아,1
테러범 맞노ㅋㅋㅋ 수염 좀 처깍아라,0
정말 위대합니다! 선생님!,0
나쁜넘의 색기 퉤 ! 느그자식 처 애미애비도 제발 불운과 저주가함께하길빈다,1
과잠급 맞음 ㅇㅇ 어필하는새끼들 분명 있음,0
똥냐씨발년아 갤 좀 작작죽여 좀 재밌어지면,2
하루의 활력소야,0
얘네 근데 너무 오바들 떨긴하네 ㅋㅋㅋ 이해가 간다 소속사가 슬슬,0
미국 이거 그냥 못넘어가겠는데ㅋㅋ,0
군머에서 어깨 탈골 심해져서 수술 받으라고 국군수도병원보냈을때 수술까지 9개월 기다리라고 하는거 보고 바로 싸제갔다 시발 그 와중에 공군에서 치질수술하다가 사병 하나 죽은거 기사 나와서 죽기 싫어서 바로 빤스런함,0
아버지가방에들어가신다,0
B형이라서..,0
아좇같네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
안보면 그만인데 굳이 그걸 찾아서 쳐보고 자빠진 우리 개돼지들 ㅋㅋㅋ,1
문과가 알고리즘을 알겠노?,0
166에 57.4 다이어트 필요없지만건강위해더뺄거야다들 더마르게봄,0
입만 살아가지고...이번에 많은걸 좀 느껴라.....입으로만 사는세상 아니다......,0
5번 1하나 빼고 다 선택히고싶은대,0
나는 철조망 치다 손가락 크게 베여 마취없이 바느질 했는데 첨엔 존나 아프다가 8바늘 넘어가니깐 별루안아프더라 신기했순,0
성형 감안해도 개씹 존잘임 ㅋㅋ,1
nonoko,0
아기 엘븐,0
한방 쏘고 버리는거 아님 저거? 버리는거까지 자동이넼ㅋㅋㅋㅋㅋ,0
여기서도 군대얘기 하는 쓰레기들은 없겠지?,0
회삿 네오듐 자석 2개 붙은거 땔때 진짜 개고생햇는데. X만한게 어디 힘주고 밀곳도 없어서 드럽게 안떨어짐,0
개잘만들었따,0
씨발 전쟁나면 군의관부터 죽여야대 의사가 몸을 진단해야하는데 내가 스무고개하는것도 아니고 맞춰야함 ㅋㅋ,1
꼴불견이라는 사람들 특 : 무능한 백수임,0
개인 면접을 봤는데 왜 비리라는거??? 실제로 교수랑 개인적으로 면담하는 일반인들도 많은데 뭔,0
일베새끼 지랄 ㅋㅋㅋㅋ,1
이남충 ㅋㅋㅋㅋㅋ,0
후면 지문인식 편하고 좋았는데,0
세계적으로 코로나19 방역 최고로 인정을 받도록 한 자들에게 큰박수를 보냅니다,0
라이브릭이 뭔데 씹덕들아,0
저런거 그리는데 얼마나걸려?,0
변신 wr로 r범위 늦게표시되게 만듬,0
군사력 까진 아니더라도 나치정권에 점령당했던 유럽국가만큼의 정치적 영향력만 있었으면 얼마나 좋았을까 애초에 제국주의 팽창시킨 만악의 근원인 영국이랑 유럽새끼들은 지금도 지들 잘난 맛에 사는데 ㅅㅂ...,0
본인얘기,0
저새끼들도 한편으론  불쌍한게 미군이 점령하고있어서 게릴라전 하느라 20년동안 산에 쳐박혀있었음,0
신천지 인가보네 ㅉㅉ,0
관련 군법 개정될 듯. 추미애가 법무장관에서 국방부 장관까지 겸직할 듯...참 나라 꼴이...,0
DRX되고 킹존 레전드 비디디 모가지 잘랐는데 어캐 팬으로 있노 ㅋㅋㅋㅋ,0
82키로 김지영 왜보냐...? 저런 쓰레기 영화 안봄 ㅋ,0
ㅋㅋㅋ시발 장사할맛 나겠네,0
애미뒤진틀딱들 풀발기했노 ㅋㅋㅋ,2
논란 좀 주기적으로 만들어줘야겠네,0
우리 동네는 나비가 아니라 나방 날개에 독 있다고 했는 데... 그래서 나비는 잡으러 돌아다녀도 나방은 손대긴 커녕 잡을 생각도 안함,0
상호가 여기서 나오는구나 행동대장,0
이새끼 애비가 편의점에서 콘돔달라고 할때 시발 내꺼라도 가방에서 꺼내서 줄걸 왜 없다고 안팔아가지고 이딴게 태어났나... 고기가 시발 조리하자마자 식탁에 1초만에 뿅 하고 배달 가냐? 포장하고 배달하는 시간하면 전달까지 못해도 1~20분 걸리는데 그 사이에 열기에 고기가 더 익어서 질겨진거라고 하는걸 존나 지 좆대로 해석하고 태클걸고 쳐자빠졌넼ㅋㅋㅋㅋ,1
현금이 많으면 노인들 죽었을때 청소업체에서 꿀꺽하는돈도 많겠네 개꿀,0
걍 이새끼들이었네 ㅋㅋㅋㅋㅋ,0
존나미개하다 개슬람 탈레반 씹새끼들,2
직접 총장날인 찍어서 표창장 발행한 적 있는 직원 말은 왜 안들어? ㅋㅋ무슨 선택적 정보 취득이냐? ㅋㅋㅋ븅신,1
"튀김기 사용이 힘들지만, 인덕션으로 데우기만 하면 되는 제품이 좀 많음.",0
아 신경은 안쓰는 분위기인데 네이버 클립은 지웠고? 레전드다 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
드빈치좌,0
여자분은 게임방송국에서 일하셨던분으로 방송인인데 연예인 그런게 맞죠ㅋㅋ,0
따흐흑,0
배를~보니~딸이네요~하하소원성취 하시겠구만 ㅎ대단하세요~저는 둘도힘들던데ㅋ더운데 고생하세요~^^,0
결국 많이 해보는게 답이겟지만 하면서 딜 조금 더 박아보겟다고 급하게 이것저것 하는것보다 침착하게 다음 스킬 다음패턴 생각하면서 차근차근 딜해봐 오히려 딜이 더 올라갈껄?,0
ㄴ 홍어 근첩새끼 일베말투 따라할려고 애쓴다 시발ㅋㅋㅋ,2
고소한다는거 보고 비호감이라는새끼들,0
ㅁㅊ ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
팩트) 저거 배식인원이 셋팅하는데 더 달라는놈 꺼지라고 저러는거지 양은 생각보다 많이 나온다.,0
몇달간 예약이 꽉찼다니 이해가 안가네요 허허,0
저 콘들 올리게 하려고 일부러 기가막히게 캡쳐한거보소 ㅋㅋㅋ,0
와 언냐들 나 이거 80퍼 당첨됐긔,0
와... 댓글들이 내 맘과 다르구나. '내부자'는 이병헌이죠. 그리고 조우진... 참 대단한 영화.,0
남자측 욕하지마세요,0
개찐따 답네 ㅋㅋ,1
"나혼산 제작진들 똑똑하네 헬반도에서는 사과하는게 죄라 사과하면 바로 더 물어뜯고 좆되니까 그냥 ""당황스럽다""로 밀고 가려는듯 ㅋㅋㅋㅋ",1
목숨걸고 나라구하고 사람구해야 겠어. 다음 생에라도 이런 여친얻게.,0
좆소 공장충 서울 놀러갔을때 점심시간 테헤란로에서 포마드머리 깔끔하게한 넥타이부대들 우르르 나오는데 솔직히 존나 부럽고 간지나더라,0
엠버허드 대리모로 낳은 갓기보시긔;;,0
신나서 클릭한 전라도 대깨문들 급 화들짝 비추 뒤로가기행,1
ㅉㅉ 병신 루져새끼들 남자가 술 좀 마시고 운전 좀 할 수 있지 자적자 실화?,0
아... 다들 판사들 나셨어요. 나중에 거짓으로 밝혀지면 양심이 있어 사과들은 하시려나? 지들이 한 말에 책임 안 지면 문죄인과 다를 바 없습니다. 잘들 생각하고 댓글 다셔요.,0
새겨들어라. 지금도 본인이 악플러인지도 모르는 악플러들아...ㅠ,0
뭐가 핀란드지? 한국이구만,0
카렌 이벤트때 나오는 브금이 개좋음,0
말은 끝까지해야지?,0
엄마 인터뷰만 나가고 전 연인 인터뷰는 안나가니까 한쪽으로 쏠리지~전 연인이라도 사귄 기간만큼은 소중했을텐데언론이 맨 날 그렇지뭐 이슈가 되니까 찍는거구,0
상화 이뻐졌다,0
이런 산적 같은 민주당을 지지합니까?,0
까면 잇겟지,0
아니 진짜 솔직히 말해봐 너 지적 장애있지 ㅋㅋ,0
닥쳐 병신새끼야,1
자 이렇게만 키우자,0
애치슨라인만 봐도 당시 한반도는 가치없는땅이었음,0
훠훠훠 gs 훠훠훠 gs 훠훠훠,0
오랜생각이긔 갓반인이면 매일 좆옌마냥 메이크업 헤어 화려하게 하고 다닐수 있는것도 아니고 와꾸적 한계 때문에 지랑 어울리는 스타일 찾는다고 ㅅㅌㅊ 되는 것도 아닌데 왜,1
급식새끼들밖에안봄,0
ㅅㅂ 쥬지터진다...,1
최음제라는거 까보면 수면제라던데,0
그래 니 말이 맞다 파라쿼트 메소밀 다 2012년에 금지된거니 의외로 얼마안된거 맞네. 자살대책 세우라고 국회의원들 쪼아대는거 안 당해서 오래된줄 알았다 미안하다. 근데 지금 시판중인 농약은 독약 아닌거 맞음,0
저그라도 어서오고,0
아니 씨발 ㅋㅋㅋ 그렇게 기도하고싶으면 니네 나라로 꺼지라고 ㅋㅋㅋ 남의나라와서 니내들 이해해달라는건 뭐 개 좆같은 심보야 ㅋㅋㅋ,1
니 생활의 모든게 흙수저특은 아님. 어떤건 그냥 가정 폭력임. 흙수저에다가 가정폭력까지 있는상황으로 보임. 개폐급가족 빨리 도망치는게 좋을듯.,0
존나게 탈색해서 애쉬그레이,0
길참주 역 배우 찾아봤네요. 요즘 너무 재밌게 보는 드라마^^남궁민배우 연기도 정말 최고예요!,0
"k9 조종수라서 k5권총 지급받았음. 총에 따라서 다르긴 한데 한손사격 두손사격 가능한 총이 따로따로 있음 ㅎ k5는 한손두손 다 가능한데 보통 두손사격을 많이 하고 대대장이 간부, 병사들 ㅈㄴ 무시하면서 한손으로 만발 맞추는거 시범으로라도 보면 그 짬을 절대 무시 안하게 됨. 부사관들도 개 못 쏘는 경우가 태반 ㅎ",0
사회에 핍박받는 한녀들보다 행복한 환경에서 자랐는데 뭐가 불많이 많다고 웅앵거리노 ㅋㅋ,1
비밀의유대인 딱 안네노 ㄷㄷ,0
35쳐먹고 야갤하는게 자랑이노?,0
왤케 커엽냐 ㅋㅋㅋ,0
저거 사기꾼에다 인성도 씹창이어서 욕쳐먹지 않았었음?,1
윤은혜 혹시 교회 결혼식장에 위 사진처럼 입은건 아니겠지...생각이 있으면 안그랬을거야...아니라고 해줘요...ㅠ,0
저렇게 해도 이뿌노...ㅜ,0
이게 휴먼입니까 휴먼,0
축구를 왜하냐? 그시간에 뜨끈~한 듀얼 든든~하게 하고말지,0
뭔 글을 읽어보면 부모 탓밖에 없고 노력도 별로 안 한 거 같구만 ㅋ 금수저 자식들도 너보다는 노력 더 많이했겠다,0
빨간줄보단 통장압류가 크지 정상적으로 살면 통장압류당할일이없으니깐 통장압류당하는애를 왜 써줘야할까,0
순애물이네,0
"색상 같은 경우는 아버님이 어떤 도료를 사용하시는지 모르겠지만 모형을 하시는 분이라면 락카나 아크릴 계열을 쓰실 거임 타미야나 군제, 바예호 등등 모형용 도료의 색상표를 기준으로 해서 공임을 받는다면 더 편할거야(주력으로 쓰시는 제품이 있다는 그 메이커 색상표를 기준으로 하면 좋겠지) 색상표는 간단히 인터넷 검색만 해봐도 쉽게 볼 수 있으니 색상 관련 이슈도 많이 줄일 수 있을 거야",0
근데 사실 그대로 승률 변화는 거의 없을듯,0
무지개라이브에 출연 부탁 드려요문 채원 누님 ..,0
개같은 악마새끼,1
도득놈들...부동산..중계업자들...,0
시발 대단하네...,0
마지막에 맨아래 누구지? ㅂㄱㄱ?,0
아니 페온이 너무 아까운데 도대체 왜..,0
고맙긔,0
피해를 왜안줘 씹쌔끼야,1
29세에 시의원이면 씌바 인생폈노,1
